year,kode urusan,urusan,skpd/ukpd,prorgram,kegiatan,dpa
2013,1.21,KETAHANAN PANGAN,Balai Pengujian Mutu Hasil Tanaman Pangan Dan Hortikultura,Program peningkatan sarana dan prasarana Ketahanan Pangan,Penyediaan tenaga pelaksana laboratorium dan peningkatan kompetensi personel laboratorium,"238,000,000"
2013,1.05,PENATAAN RUANG,BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Program penerapan kaidah good governance dalam penyelenggaraan Urusan Penataan Ruang,Pengembangan Wawasan SDM,"50,000,000"
2013,1.21,KETAHANAN PANGAN,Sudin Pertanian dan Kehutanan - JAKTIM,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,Operasional Balai Penyuluh Pertanian (BPP) Ujung Menteng dan BPP Cibubur,"200,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan Dan Pencatatan Sipil - JAKUT,Program pengawasan dan penegakan peraturan kependudukan,Operasi Yustisi Kependudukan (OYK),"180,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan  - JAKTIM,peningkatan sarana dan prasarana Penataan Ruang,Pengadaan Perangkat Layar Sentuh,"50,000,000"
2013,1.17,KEBUDAYAAN,Museum Joang 45,8. Program peningkatan sarana prasarana Kebudayaan,Pemelliharaan dan Perawatan Perlengkapan dan Peralatan Kantor Museum Joang 45/Museum M.H. Thamrin,"25,000,000"
2013,1.17,KEBUDAYAAN,Museum Senirupa dan Keramik,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Pemeliharaan Peralatan dan Perlengkapan Kantor,"25,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,"Kantor Pemberdayaan Masyarakat, Perempuan dan Keluarga Berencana Kab. Adm - Kep. Seribu",Program Keluarga Berencana (KB),Advokasi dan KIE Program KB bagi Tokoh Agama,"40,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Unit Pengelola Kawasan Pelabuhan Perikanan Dan Pangkalan Pendaratan Ikan,"Program penerapan kaidah good governance dalam penyelenggaraan urusan Perikanan, Kelautan, dan Peternakan",Pengadaan Alat Tulis Kantor,"100,000,000"
2013,1.14,KETENAGAKERJAAN,Sudin Tenaga Kerja Dan Transmigrasi - JAKBAR,Program peningkatan kesempatan kerja,Pengenalan Dunia Kerja Calon Lulusan SMK/SMA di Kecamatan Cengkareng,"25,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Laboratorium Kesehatan Masyarakat Veteriner,"Program penerapan kaidah good governance dalam penyelenggaraan urusan Perikanan, Kelautan, dan Peternakan","Perawatan dan Operasional Kendaraan Dinas  Laboratorium Kesmavet

","120,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Pusat,Penerapan prinsip good governance dalam penyelenggaraan urusan Ketenagakerjaan,Penyediaan Jasa Kebersihan Gedung Kantor,"275,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Utara,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,Perbaikan Instalasi Listrik Gedung Auditorium dan GR. Kec Pademangan,"175,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKTIM,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Pengadaan PC Komputer,"20,000,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jakpus,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Pengadaan Jasa Internet,"8,580,000"
2013,1.14,KETENAGAKERJAAN,Sudin Tenaga Kerja Dan Transmigrasi - JAKBAR,Program peningkatan kesempatan kerja,Pengenalan Dunia Kerja Calon Lulusan SMK/SMA di Kecamatan Kalideres,"25,000,000"
2013,1.17,KEBUDAYAAN,Taman Arkeologi P. Onrust,4. Program pengelolaan kekayaan budaya,Partisipasi pada Kegiatan Mitra Museum di Dalam Daerah,"150,000,000"
2013,1.17,KEBUDAYAAN,Museum Bahari,4. Program pengelolaan kekayaan budaya,Penyuluhan Museum Bahari,"250,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - JAKTIM",Program peningkatan citra positif pemerintah,Sosialisasi Kebijakan dan Program Melalui Adlips Radio,"50,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Barat,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Pengadaan Perlengkapan Pegawai dan Guru Puslatdikjur Jakbar,"30,000,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pemakaman - JAKUT,Program peningkatan kapasitas pemakaman,Perencanaan (x-1) Penataan TPU Areal I,"37,500,000"
2013,1.13,SOSIAL,Panti Sosial Bina Netra Cahaya Bathin,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,PENYEDIAAN JASA TENAGA PELAYANAN SOSIAL,"315,084,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKBAR,Program pemberdayaan komunitas perpustakaan dalam pengelolaan perpustakaan,Abang dan None Buku Tahun 2013,"125,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS",Program penerapan prinsip good governance dalam penyelenggaraan urusan Koperasi dan UKM,Pelatihan teknologi informasi bagi koperasi modern,"150,000,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jakut,3. Program pengelolaan keragaman budaya,Pelatihan Seni Musik,"130,000,000"
2013,1.04,PERUMAHAN,DINAS PERUMAHAN DAN GEDUNG PEMDA,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perumahan Rakyat,Penyelesaian Sengketa Penghunian Tanpa Hak,"100,000,000"
2013,2.06,PERDAGANGAN,"DINAS KOPERASI,  UMKM, DAN PERDAGANGAN",Program peningkatan promosi dan pengembangan ekspor,Promosi UKM di Luar Negeri,"400,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Sudin Peternakan dan Perikanan - JAKTIM,Program pencegahan dan penanggulangan penyakit ternak,Pembinaan dan Pemeriksaan Keamanan Pangan Produk Hewan,"200,000,000"
2013,1.16,PENANAMAN MODAL,BADAN PENANAMAN MODAL Dan PROMOSI,Program peningkatan kinerja BUMD,Bisnis Forum BUMD,"200,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Tata Air - JAKUT,Pemeliharaan dan Operasional Infrastrukur Pengendali Banjir,Penanggulangan Pemeliharaan Operasional Infrastruktur Saluran Mikro dan Sub Makro Jakarta Utara mendesak / tak terprediksi.,"22,000,000,000"
2013,1.08,LINGKUNGAN HIDUP,DINAS PERTAMANAN DAN PEMAKAMAN,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,Tim Pertimbangan Pertamanan dan Pemakaman Tahun 2013,"50,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO PENDIDIKAN Dan MENTAL SPIRITUAL,Program koordinasi kebijakan kesejahteraan masyarakat,"Koordinasi, Monitoring, dan Evaluasi Kelayakan Prasarana dan Sarana Pendidikan","80,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Barat,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Pemeliharaan Mobelair Kantor dan Bengkel Puslatdikjur Jakbar,"25,000,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Johar Baru - JAKPUS,Program pencegahan dan penanggulangan penyakit menular,Pencegahan dan pengendalian penyakit DBD,"460,770,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,Unit Pengelola Lokasi Binaan Usaha Mikro dan Kecil,Program peningkatan sarana prasarana Koperasi dan UKM,Revitalisasi Lokbin Pulo Gundul ( lanjutan ),"1,000,000,000"
2013,1.01,PENDIDIKAN,PPGTK,Program pelaksanaan SPM lain urusan Pendidikan,Penyusunan Modul dan Bahan Ajar Diklat berdasarkan kurikulum Diklat Tingkat Lanjut (Pengembangan Profesi ) bagi guru-guru SMA,"202,534,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKUT,Program peningkatan keberdayaan masyarakat kelurahan,LOMBA CIPTA KARYA TEKNOLOGI TEPAT GUNA (TTG),"40,000,000"
2013,1.13,SOSIAL,Panti Sosial Tresna Werdha Budi Mulia 4,Program pelayanan dan rehabilitasi sosial,Penyediaan Pakaian WBS,"200,500,000"
2013,1.08,LINGKUNGAN HIDUP,BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,"Penetapan daya Dukung dan Daya Tampung Beban Pencemar Sungai Cakung, Kamal, Buaran","300,000,000"
2013,1.21,KETAHANAN PANGAN,Balai Pengujian Mutu Hasil Tanaman Pangan Dan Hortikultura,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,Pemeliharaan kendaraan dinas dan perlengkapan/peralatan kantor,"100,000,000"
2013,1.02,KESEHATAN,BLUD RS Cengkareng,Program peningkatan sarana dan prasarana Kesehatan,Belanja Alat Kedokteran Umum,"7,867,278,700"
2013,1.03,PEKERJAAN UMUM,Sudin PU Jalan - JAKPUS,Program Pembangunan Jalan dan Jembatan,"Peningkatan Trotoar Jl. Percetakan Negara 4,5, 6, 7

","594,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Pusat,Penerapan prinsip good governance dalam penyelenggaraan urusan Ketenagakerjaan,Penyediaan Barang Kelistrikan dan Elektronik,"10,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKSEL,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perhubungan,Pemanduan Gubernur/Pejabat Provinsi DKI Jakarta,"100,000,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKSEL,Program penerapan kaidah good governance dalam penyelenggaraan urusan perpustakaan,Pemeliharaan Rutin/Berkala Sarana dan Prasarana Kantor,"150,000,000"
2013,2.04,PARIWISATA,DINAS PARIWISATA DAN KEBUDAYAAN,"2. Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pariwisata",Penyedian Jasa Kebersihan Gedung Lab. Tari dan Karawitan Condet,"200,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,UPT Balai Pendidikan Dan Pelatihan KUMKM dan Perdagangan,Program penerapan prinsip good governance dalam penyelenggaraan urusan Koperasi dan UKM,Pengadaan Peralatan Kantor,"85,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Ciracas Jakarta Timur,Program Pembinaan dan Pemasyarakatan Olahraga,Pertandingan Bulutangkis Antar Pemakai Gelanggang Olahraga Ciracas Jakarta Timur,"125,000,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKBAR,Penerapan prinsip good governance dalam penyelenggaraan urusan Pemberdayaan Perempuan dan Perlindungan Anak,PENINGKATAN KETERAMPILAN BAGI USAHA EKONOMI PEREMPUAN,"150,000,000"
2013,1.24,KEARSIPAN,Kantor Perpustakaan Dan Arsip Daerah - JAKBAR,Program penyelamatan arsip daerah,Fumigasi,"50,000,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 1,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Pemeliharaan Inventaris Kantor,"30,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO KEPALA DAERAH Dan KERJASAMA LUAR NEGERI,Program peningkatan kerjasama antar daerah,Pembahasan rencana hubungan kerjasama dengan calon sister cities,"100,000,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Cempaka Putih - JAKPUS,Program peningkatan mutu pelayanan kesehatan,Implementasi ISO di puskesmas,"330,755,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKUT,Program Pengembangan Penerangan Jalan dan Sarana Umum,penatacahayaan pada kawasan khusus/unggulan di menara miring,"200,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKBAR,Program peningkatan sarana dan prasarana Pendidikan,Pengadaan Class Electronic (E-Class) Kec Kebon Jeruk,"3,000,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - JAKTIM",Program optimalisasi pemanfaatan teknologi informasi,Pengelolaan Sistem Informasi Barang Unit,"70,000,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 2,Program peningkatan sarana prasarana sosial,Penyediaan Sarana dan Prasarana,"35,400,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program penguatan kelembagaan pengarusutamaan gender dan anak,Rapat Koordinasi Pengarusutamaan Gender (PUG),"33,000,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKTIM,Program penerapan kaidah good governance dalam penyelenggaraan urusan perpustakaan,"Penyediaan Jasa Komunikasi, Sumber Daya Air, Telepon. Listrik dan Internet","133,731,840"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKBAR,Program peningkatan keberdayaan masyarakat kelurahan,"KOMUNIKASI, INFORMASI DAN EDUKASI (KIE) PARTISIPASI BAGI KADER PEMBERDAYAAN MASYARAKAT (KPM)","75,000,000"
2013,1.17,KEBUDAYAAN,Museum Sejarah,8. Program peningkatan sarana prasarana Kebudayaan,Penataan Storage Koleksi Museum Sejarah Jakarta,"4,000,000,000"
2013,2.06,PERDAGANGAN,UPT Balai Metrologi,Program peningkatan sarana dan prasarana Perdagangan,PENGADAAN ALAT TULIS KANTOR,"55,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,BADAN PERENCANAAN PEMBANGUNAN DAERAH,Program perencanaan pembangunan sarana prasarana kota,Pengendalian dan Evaluasi Pencapaian Kinerja SKPD Bidang PSKLH,"300,000,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKUT,Program penguatan kelembagaan pengarusutamaan gender dan anak,"Workshop Penguatan Organisasi Perempuan Pemberdaya Masyarakat

","250,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO KESEJAHTERAAN SOSIAL,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Fasilitasi rapat-rapat Bidang Kesejahteraan Masyarakat,"50,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKBAR,Program Pembinaan Peran Serta Masyarakat Terhadap Pemuda,"Pelatihan Managemen Wirausaha Bagi Pemuda

","250,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Pusat,Penerapan prinsip good governance dalam penyelenggaraan urusan Ketenagakerjaan,Penyediaan Konsumsi Harian Pegawai,"15,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKBAR,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perhubungan,"Pengamanan dan Pengaturan Angkutan Lebaran, Natal Tahun 2013 dan Tahun Baru Tahun 2014","100,000,000"
2013,1.05,PENATAAN RUANG,Sudin Perizinan Bangunan - JAKPUS,Penataan dan pengawasan bangunan,Perluasan Pelaksanaan Sistem Manajemen Mutu ISO 9001:2008,"60,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKSEL,Program pendidikan politik masyarakat,Peningkatan Kemitraan Pimpinan Ormas dan LSM di Kota Administrasi Jakarta Selatan,"200,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKTIM,Program wajib belajar 12 tahun,Pemberian BOP SMP/MTs.Negeri,"129,991,560,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,UPT Dana Bergulir,Program penerapan prinsip good governance dalam penyelenggaraan urusan Koperasi dan UKM,Lanjutan Peningkatan Kompetensi Manager KJK PEMK,"600,000,000"
2013,1.13,SOSIAL,Panti Sosial Bina Insan Bangun Daya 1,Program peningkatan sarana prasarana sosial,Pemeliharaan Gedung PSBI Bangun Daya 1,"200,325,000"
2013,1.21,KETAHANAN PANGAN,DINAS KELAUTAN DAN PERTANIAN,Program pemberdayaan masyarakat dalam ketahanan pangan,Pemberdayaan Usaha Masyarakat Rawan Pangan,"300,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKUT,Program Pengembangan Penerangan Jalan dan Sarana Umum,Pembuatan Neon Box pada Kantor Kelurahan di Jakarta Utara,"150,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin Perindustrian Dan Energi - JAKPUS,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,Pengembangan Wawasan Staf Kantor Sudin Perindustrian dan Energi,"75,000,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pertamanan - JAKUT,Program pelaksanaan SPM lain urusan Lingkungan Hidup,Pengadaan Tanaman Hias Berdaun Indah,"75,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKSEL,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perhubungan,Pengaturan Lalu Lintas Hari  Bebas Kendaraan Bermotor (Car Free Day) Wilayah Jakarta Selatan,"200,000,000"
2013,1.02,KESEHATAN,BLUD AKPER Jayakarta,Program peningkatan sarana dan prasarana Kesehatan,pengadaan Buku / kepustakaan,"80,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKPUS,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pemberdayaan Masyarakat.",Penyusunan Rencana Kerja dan Anggaran Tahun 2014,"50,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan dan Pencatatan Sipil - JAKPUS,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Kependudukan dan Catatan Sipil",Pelaksanaan Pekerjaan Tambahan di Luar Jam Kerja,"75,000,000"
2013,1.23,STATISTIK,BADAN PERENCANAAN PEMBANGUNAN DAERAH,Program pengembangan Statistik Daerah,Pendataan Statistik Urusan Pemerintahan Provinsi DKI Jakarta,"250,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKTIM,Program peningkatan pengetahuan keluarga tentang penyakit menular seksual,Sosialisasi Pencegahan penularan HIV/AIDS dari Ibu Hamil kepada anaknya bagi Kader,"50,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Selatan,Program peningkatan sarana prasarana ketenagakerjaan,Pengadaan Kelengkapan Komputer,"50,000,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jaktim,6. Program pengembangan kerjasama pengelolaan kekayaan budaya,Pergelaran Peningkatan Mutu Hasil Pelatihan Kesenian di Pusat Perbelanjaan,"100,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Bahtera Jaya,Program Pembinaan dan Pemasyarakatan Olahraga,POR Organisasi Wanita Kepulauan Seribu,"175,000,000"
2013,2.04,PARIWISATA,UPT Anjungan Provinsi DKI Jakarta TMII,1. Program penerapan kaidah good governance dalam penyelenggaraan urusan Pariwisata,Bazar Ibu PKK dalam Rangka HUT Kota Jakarta Tahun 2013,"150,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BLUD RS Tarakan,Menggalang seluruh sumber daya kesehatan dalam keadaan bencana,Antisipasi Gadar,"100,000,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKTIM,Program penerapan kaidah good governance dalam penyelenggaraan urusan perpustakaan,Pemeliharaan dan perawatan rutin/berkala peralatan dan perlengkapan kantor,"120,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BADAN PENDIDIKAN Dan PELATIHAN,Program pendidikan dan pelatihan,Diklat Pengadaan Barang Jasa Pemerintah Tingkat Pertama/Dasar dan Ujian Sertifikasi Pengadaan Barang/Jasa,"213,220,050"
2013,1.08,LINGKUNGAN HIDUP,Pusat Pelayanan Peredaran Hasil Hutan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,"Sewa Gedung untuk Pos Pelayanan Kehutanan Tanjung Priok, Sunda Kelapa dan Marunda","100,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan - JAKPUS,Program perencanaan pembangunan perekonomian,Penyusunan Perencanaan Bidang Perekonomian,"175,000,000"
2013,1.21,KETAHANAN PANGAN,Balai Pengujian Mutu Hasil Tanaman Pangan Dan Hortikultura,Program peningkatan sarana dan prasarana Ketahanan Pangan,Pengadaan glassware dan suku cadang peralatan pengujian/instrumental,"200,000,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Tanah Abang - JAKPUS,Program penurunan angka kematian ibu dan bayi,"Penatalaksanaan kesehatan ibu, bayi baru lahir ","20,006,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pertamanan - JAKBAR,Program peningkatan sarana dan prasarana Lingkungan Hidup,Pengadaaan Komputer,"50,000,000"
2013,1.03,PEKERJAAN UMUM,DINAS PERUMAHAN DAN GEDUNG PEMDA,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,Sewa Mesin Foto Copy,"100,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - JAKSEL",Program peningkatan sarana dan prasarana Komunikasi dan Informatika,PEMELIHARAAN PERSONAL COMPUTER DAN PRINTER,"75,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKTIM",Program pembinaan dan pengembangan lembaga Koperasi dan UKM,Bimtek Pembinaan Koperasi Fungsional,"100,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKBAR,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perumahan Rakyat,"Pengadaan Alat Tulis Kantor dan Barang Pakai Habis

","75,000,000"
2013,1.17,KEBUDAYAAN,Balai Konservasi,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Penyediaan Jasa Kebersihan Kantor  (Cleaning Service),"500,000,000"
2013,1.17,KEBUDAYAAN,Sudin Kebudayaan - JAKSEL,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Penyediaan Makan dan Minum Karyawan,"80,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan Dan Pencatatan Sipil - Kep.Seribu,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kependudukan dan Catatan Sipil,Pengiriman Peserta Diklat Pengadaan Barang dan Jasa,"25,000,000"
2013,1.02,KESEHATAN,BLUD RS Koja,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,Pemeliharaan dan Perawatan Kendaraan,"500,000,000"
2013,1.14,KETENAGAKERJAAN,Sudin Tenaga Kerja Dan Transmigrasi - JAKSEL,Program perlindungan dan pengembangan lembaga ketenagakerjaan,Pembinaan Penyelenggaraan Norma Kerja Pada Perusahaan,"60,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO TATA PEMERINTAHAN,Program peningkatan pelayanan Pemerintahan Kelurahan,Koordinasi dan Fasilitasi Satgas Penanggulangan Bencana di Kecamatan dan Kelurahan,"150,000,000"
2013,1.02,KESEHATAN,Unit Penyelenggara Jaminan Pemeliharaan Kesehatan Daerah,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,Penyediaan Penunjang Kantor  UP Jamkesda,"25,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pengembangan Produktivitas Daerah,Penerapan prinsip good governance dalam penyelenggaraan urusan Ketenagakerjaan,Jasa Kebersihan Cleaning Service,"200,000,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pemakaman - JAKPUS,Program peningkatan sarana dan prasarana Lingkungan Hidup,Pemeliharaan Sarana dan Prasarana TPU Karet PSBB,"112,500,000"
2013,1.08,LINGKUNGAN HIDUP,"Pusat Pengembangan Benih Tanaman Pangan, Hortikultura Dan Kehutanan",Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,Pengadaan Sarana Operasional Perbenihan,"100,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan  - JAKUT,peningkatan sarana dan prasarana Penataan Ruang,Penyediaan Jasa Internet,"12,000,000"
2013,1.02,KESEHATAN,DINAS KESEHATAN,Program penurunan angka kematian ibu dan bayi,Upaya peningkatan penggunaan asi bagi masyarakat,"500,000,000"
2013,1.24,KEARSIPAN,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Program penyelamatan arsip daerah,Fumigasi Arsip,"91,300,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan - Kep. Seribu,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Penyediaan BBM Transportasi Kapal Sudin Pendidikan,"473,000,000"
2013,1.26,PERPUSTAKAAN,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Program pelaksanaan SPM lain urusan perpustakaan,Perpanjangan Jam Layanan Perpustakaan,"800,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Pusat Budidaya Perikanan,"Program pengembangan usaha peternakan, budidaya ikan konsumsi, ikan hias dan perikanan tangkap",Operasional BBI Ujung Menteng,"275,200,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - Kep.Seribu,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perumahan Rakyat,Pengadaan peralatan kantor,"100,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Pemuda Dan Olah Raga - JAKSEL,Program Pembinaan Peran Serta Masyarakat Terhadap Pemuda,"Lomba GUDEP regu prestasi SD, SMP dan SMA Tingkat Kota Administrasi Jakarta Selatan","100,000,000"
2013,1.02,KESEHATAN,Unit Penyelenggara Jaminan Pemeliharaan Kesehatan Daerah,Program Jaminan Pelayanan Kesehatan Masyarakat (JPKM),Penyediaan Pendukung Operasional Kantor (Tenaga Verifikasi Klaim dan Tenaga Jamkesda di RS),"3,382,800,000"
2013,1.01,PENDIDIKAN,Planetarium dan Observatorium,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Pengendalian Administrasi UPT. Planetarium & Observatorium,"649,620,000"
2013,1.17,KEBUDAYAAN,Taman Arkeologi P. Onrust,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Penyediaan Makanan dan Minuman untuk Karyawan,"20,000,000"
2013,1.03,PEKERJAAN UMUM,DINAS PERINDUSTRIAN Dan ENERGI,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,Pengadaan kendaraan mobil tangga penunjang pemeliharaan/perawatan lampu PJU,"2,500,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - Kep.Seribu","Program pengembangan komunikasi, informasi dan media masa",Pelaksanaan Jumpa Pers Bupati Kabupaten Adm. Kepulauan Seribu,"100,000,000"
